"example_id","language","item","form","query","corpus","year","text","source","function","semantic_tags","syntactic_tags"
1905,"Dutch","wh dan ook","wie dan ook","wie dan ook (case insensitive)","Digitale Bibliotheek voor de Nederlandse Letteren ",1995,"Als Holland na vier dagen capituleert huil ik met alle anderen mee, het komt niet bij me op om _wie dan ook_ te verwijten dat we in de illusie van onaantastbare neutraliteit hadden geleefd en daarin waren blijven geloven, toen het ene land na het andere werd aangevallen en bezweek en het begrip neutraliteit ragdun was geworden.","Hugo Pos, In triplo. In de Knipscheer, p. 32","AM","","IND"
1906,"Dutch","wh dan ook","wie dan ook","wie dan ook (case insensitive)","Digitale Bibliotheek voor de Nederlandse Letteren ",1995,"Behalve de principiële onjuistheid van zo'n bestuurlijke constructie kon een dergelijk soort nijverheidsbevordering geen genade vinden in de ogen van _wie dan ook_.","H.W. Lintsen (red.), Geschiedenis van de techniek in Nederland: De wording van een moderne samenleving 1800-1890, Deel VI: Techniek en samenleving, p. 170-1","AM","","IND"
1907,"Dutch","wh dan ook","wie dan ook","wie dan ook (case insensitive)","Digitale Bibliotheek voor de Nederlandse Letteren ",1995,"Elke poging van _wie dan ook_ om daarin tot enige ordening, begrip en kennis te komen is bij voorbaat al tot mislukken gedoemd.","Bernd Albers, ‘“Verstaanbaarheid ligt niet meer voor de hand”. De novelle “De reis van de douanier naar Bentheim” van Willem Brakman in relatie met het postmodernisme.’ In: Vooys 14 (1995), p. 5","CA","","IND"
1900,"Dutch","wh dan ook","wie dan ook","wie dan ook (case insensitive)","Digitale Bibliotheek voor de Nederlandse Letteren ",1996,"Dat was op de dag dat ik besloot te buigen / ik wilde buigen als nooit daarvoor / zoals nog nooit door mij / zoals nog nooit door _wie dan ook_ / ooit gebogen was","Passionate, p. 26","AM","","IND"
1901,"Dutch","wh dan ook","wie dan ook","wie dan ook (case insensitive)","Digitale Bibliotheek voor de Nederlandse Letteren ",1996,"Het dient niet als bestraffing van _wie dan ook_, of om slechteriken te schande te maken, maar ik heb het, zoals u zult merken, opgeschreven opdat ieder zich met zijn eigen zaken bemoeit.","Corrie de Haan en Johan Oosterman (samenst. en vert.), Is Brugge groot?, p. 156","IND","","IND"
1902,"Dutch","wh dan ook","wie dan ook","wie dan ook (case insensitive)","Digitale Bibliotheek voor de Nederlandse Letteren ",1996,"Ik verstond daar iets anders onder maar voelde geen behoefte aan een twistgesprek, en ik verzocht hem, als hij dan zelf niet bij machte was iets aan de situatie te veranderen, hulp te gaan zoeken, waar en bij _wie dan ook_.","Tirade, p. 423","","Ind","AD"
1903,"Dutch","wh dan ook","wie dan ook","wie dan ook (case insensitive)","Digitale Bibliotheek voor de Nederlandse Letteren ",1996,"Het is op zichzelf uitzonderlijk dat deze brief ter beschikking is gesteld, want de beheerder van het archief, de dochter van het echtpaar Pia, Colette, heeft om haar moverende redenen tot nu toe categorisch geweigerd aan _wie dan ook_ in Frankrijk inzage in het archief te verlenen.","Jaarboek Letterkundig Museum, p. 93","AA","","IND"
1892,"Dutch","wh dan ook","wie dan ook","wie dan ook (case insensitive)","Digitale Bibliotheek voor de Nederlandse Letteren ",1997,"Geen wraak van _wie dan ook_ kan je raken wanneer je onder mijn bescherming staat.","Willem Bilderdijk, Liefde en ballingschap. Brieven 1795-1797 (ed. Marita Mathijsen), p. 164","AM","","IND"
1893,"Dutch","wh dan ook","wie dan ook","wie dan ook (case insensitive)","Digitale Bibliotheek voor de Nederlandse Letteren ",1997,"Men kan en mag niet aannemen dat een daad van mij voor _wie dan ook_ twijfelachtig zou kunnen zijn.","Willem Bilderdijk, Liefde en ballingschap. Brieven 1795-1797 (ed. Marita Mathijsen), p. 138","AM","","IND"
1894,"Dutch","wh dan ook","wie dan ook","wie dan ook (case insensitive)","Digitale Bibliotheek voor de Nederlandse Letteren ",1997,"Het ligt niet in Amalia’s lijn om _wie dan ook_ te veroordelen.","Tirade, p. 437","AM","","IND"
1895,"Dutch","wh dan ook","wie dan ook","wie dan ook (case insensitive)","Digitale Bibliotheek voor de Nederlandse Letteren ",1997,"Als nu elke kerk een lichaam van Christus is, dan staat er niets tussen Jezus Christus en de plaatselijke kerk. Geen paus, die zegt: ik ben plaatsvervanger van Christus en opperherder over de universele kerk. Ook geen koning, geen rijkspresident met zijn ministerie, ook niet dat van eredienst (denk aan Willem I bijvoorbeeld de verlichte despoot, tegen wie De Cock zich verzet heeft). Ook niet een synode, of een classis, of een kerkeraad, of een dominee of _wie dan ook_.","K. Schilder, Cursus bij kaarslicht: Lezingen van K. Schilder in de laatste oorlogswinter, Deel 1 (ed. D. Deddens), p. 79","DN","","IND"
1896,"Dutch","wh dan ook","wie dan ook","wie dan ook (case insensitive)","Digitale Bibliotheek voor de Nederlandse Letteren ",1997,"En als ze terugkwamen zouden ze opzien tegen een nieuw bezoek, aan Gert en Thea of aan _wie dan ook_.","Passionate, p. 36","UFC","","IND"
1897,"Dutch","wh dan ook","wie dan ook","wie dan ook (case insensitive)","Digitale Bibliotheek voor de Nederlandse Letteren ",1997,"Ook ik put hieruit, ook ik maak gebruik van vroegere verworvenheden, al betwijfel ik, zoals jij stelt, dat ik wat gedrevenheid betreft nog wat kan leren. Van _wie dan ook_.","Passionate, p. 34","","Ind","AD"
1898,"Dutch","wh dan ook","wie dan ook","wie dan ook (case insensitive)","Digitale Bibliotheek voor de Nederlandse Letteren ",1997,"Sinds de vleselijke wording van de kerk is het ook in de familie gebleven, een particuliere onderneming, zonder geldelijke steun van _wie dan ook_, behalve dan van de bezoekers uit de omgeving.","Passionate, p. 38-9","AM","","IND"
1899,"Dutch","wh dan ook","wie dan ook","wie dan ook (case insensitive)","Digitale Bibliotheek voor de Nederlandse Letteren ",1997,"In elk geval is er geen sprake van een verdediging tegenover _wie dan ook_.","Literatuur zonder leeftijd, p. 165","AM","","IND"
2671,"EarlyNewHighGerman","irgend*","irgend","irgend","DWDS",1412,"Sin swester gedacht an der stette Hat der ritter ein pferit gehabt So ist ein turneyer her getrabt Der wolt zu dem turney sin Hie mit stůnt si vf vnd bracht den win Des besten so sy _irgant_ fant Darnach vnlang zů hant Gesegnot er sin swester do Die hatt er gemacht geil vnd fro Do mit er enweg gie Nu hörent aber fúrbaz hie Wie ez dem ritter vnd sinem wibe gieng Einen zorn sy mit ym anfieng So hert das ez den man vertrosz Er gab dem wibe einen stosz","Dyocletianus, Hans von Bühel.","CA|CA","loc|loc","PAR|Sup"
2682,"EarlyNewHighGerman","irgend*","irgend","irgend","DWDS",1499,"so gescha idt dat Lamech der va̅ alder was blint off dunckell sichtich worde̅ Als d` selue woulde vp dat gejeegtz gaen mit syne̅ bogen off he _yrgens_ moechte ein wild geschiessen dat yme die huyt wurde. wa̅t vp die zijt ass me̅ noch geyn vleisch. wie vurß Vnd hey hadde eyn sone off eyn dyenre der leydt yn. vnd der selue knechte meynde dat ein wild diere in d` hecken gesessen hedde.","Johann Koelhoff: „Chronik, Köln 1499“ (Gegend: Ripuarisch (Köln), Zeitstufe: 1450–1500), BHNG","IR","loc","PAR"
2643,"EarlyNewHighGerman","irgend*","irgend","irgend","DWDS",1515,"Das sein vatter mit weynen gewan mit lachen hett er das verthan Gibstu dein kinden dein guot als so schlagend sie dich dran an halß Volg du mir \\ vff disser erden Laß nit dein kind dein meister werde Dein vorteil solt nit vber geben behalt das schwert in deinem leben Kein zung vff disser erd vß spricht so _ergendt_ menschlich betrachtung nicht Die grosse truw vnd liebes bandt die vnser elter mit vns handt Darumb das Aristoteles lert das nimmer gnuogsam wider koert Den eltren \\ meisteren \\ vnd auch got danckparkeit in sagen lodt Darumb thuondt die ein vbel thadt wer sein vatter muoter ladt Vnd die enteret hie vff erden Oder sunst sie suocht mit gferden Die dich so sur erarnet handt nuon wirdt es leyder nit erkant","Thomas Murner: Die Mülle von Schwyndelszheym vnd Gredt Müllerin Jarzeit. URL: http://de.wikisource.org/wiki/Die_Mülle_von_Schwyndelszheym_vnd_Gredt_Müllerin_Jarzeit","UN","Unc","uncl"
2691,"EarlyNewHighGerman","irgend*","irgend","irgend","DWDS",1530,"So nhu der tzan aus gebrochen ist sall man fleissigklich fuelen/ ab sich auch _yrgent_ ein beynlein von dem kinpacken abgescheldert hat/ vnd so man was findet/ ader fuelet/ sols mit fleis raus genomen werden/ wue man dis fur dem zanfleisch nicht kan enden/ sal man das zanfleisch weitter auf schneyden","Artzney Buchlein/ wider allerlei kranckeyten vnd gebrechen der tzeen URL: http://staff-www.uni-marburg.de/gloning/1530zen2.htm (Thomas Gloning)","IR","","INT"
2692,"EarlyNewHighGerman","irgend*","irgend","irgend","DWDS",1530,"Wenn nun das tzan fleisch auffs diffste von dem tzan abgesundert ist/ sal der tzan hin vnd wider geruettelt werden/ das her wol wackelnde wirdt/ dar nach sal her fein subtil vnd nit eylende raus getzogen werden/ auff das man den kinpacken nicht erschelle ader zu brechen/ ia auch aus seiner stadt ruecke/ als tzu weylen von vnerfaren geschiet/ sunderlich so der tzan oben steth denn das brenget den augen mercklichen schaden so _yrgent_ ein tzan vnweisslich wirdt aussgetzogen.","Artzney Buchlein/ wider allerlei kranckeyten vnd gebrechen der tzeen URL: http://staff-www.uni-marburg.de/gloning/1530zen2.htm (Thomas Gloning)","CA","","INT"
2693,"EarlyNewHighGerman","irgend*","irgend","irgend","DWDS",1530,"Was wehtagung ader schmertzen der tzene ist/ weiß niemandts so wol denn derß versucht hat/ vnd halde das kaumet _yhrgent_ einer erfunden magk werden als diser ist/ vnnd ist ein schmertzen auß den aller groesten/ begibet sich dach aus boeser complexion vnd tzustoerunge der adern/ die in de tzene gehen/ Etliche halden das wehetagung der tzen eine aus den erbkranckheiten sey/ die vonn vater ader mutter einem angeporen werde/ vnd der warheit nicht sehr enthkegen/ die weyl wir allenden tzu vnnsern tzeitten sehen/ das die kinder am sersten darmitte beschwert werden/ welche eldern haben gehabt dy alle beyde darmit beladen sein gewest.","Artzney Buchlein/ wider allerlei kranckeyten vnd gebrechen der tzeen URL: http://staff-www.uni-marburg.de/gloning/1530zen2.htm (Thomas Gloning)","IN","","INT"
2694,"EarlyNewHighGerman","irgend*","irgend","irgend","DWDS",1530,"Dieweyl nuhn die zene dem menschen zur zierung vnnd zu brauchung des essens vnd außredung der woerter gegeben sein/ wirt vnns von noetten sein die selbigen als viel vns mueglich ist in yhrem wesen zubehalden/ vnnd alle die vrsachen die yhn beschwerung brengen meiden. Vnnd so yhn _yrgent_ ein vnfal (das offte geschicht) begegnet/ wirts vns zustendigk sein demselbigen furzukommen vnd wegk zutreiben ehr denn das vberhanth nimpt/ dye weyl einem ytzlichen gebrechen am anfange zu widersteen ist/ vff das man nicht zu langsam ertzney bereytte.","Artzney Buchlein/ wider allerlei kranckeyten vnd gebrechen der tzeen URL: http://staff-www.uni-marburg.de/gloning/1530zen2.htm (Thomas Gloning)","CA","","INT"
2664,"EarlyNewHighGerman","irgend*","irgend","irgend","DWDS",1532,"Welcher aber der müntz jre rechte schwere / geuerlicher weiß benimbt / oder auch on habende freiheyt müntzte / der soll gefengklich eingelegt vnd nach radt an leib oder guot / nach gestalt der sachen gestrafft werden / Wo aber _jrgent_ eyner eyns andern müntz vmbreget / oder widerumb inn tiegel brecht vnd geringe müntz darauß mecht / der soll am leib oder guot nach gestalt der sachen / gestrafft werden /","Karl V.: Des allerdurchleuchtigsten großmechtigste[n] vnüberwindtlichsten Keyser Karls des fünfften: vnnd des heyligen Römischen Reichs peinlich gerichts ordnung. URL: http://www.llv.li/pdf-llv-la-recht-1532__peinliche_halsgerichtsordnung__carolina_.pdf","CA","","IND"
2666,"EarlyNewHighGerman","irgend*","irgend","irgend","DWDS",1545,"Vnd wird nicht hin ein gehen _jrgend_ ein Gemeines / vnd das da grewel thut vnd lügen / 27 Sondern die geschrieben sind in dem lebendigen Buch des Lambs.","Fobbe(2004), Luther letzte Hand online","IN","","IND"
2667,"EarlyNewHighGerman","irgend*","irgend","irgend","DWDS",1545,"WEnn du deinem Nehesten _jrgend_ eine schuld borgest / so soltu nicht in sein haus gehen / vnd jm ein Pfand nemen / 5. Mose 24.10","5. Mose 24.10, Fobbe(2004), Luther letzte Hand online","CA","","IND"
2668,"EarlyNewHighGerman","irgend*","irgend","irgend","DWDS",1545,"DA tratten zu jm die Phariseer / vnd versuchten jn / vnd sprachen zu jm / Jsts auch recht / Das sich ein Man scheidet von seinem Weibe / vmb _jrgend_ eine vrsache?","Fobbe(2004), Luther letzte Hand online","Q","","IND"
2669,"EarlyNewHighGerman","irgend*","irgend","irgend","DWDS",1545,"Gleubet auch _jrgend_ ein Oberster oder Phariseer an jn?","Johannes 7.48, Fobbe(2004), Luther letzte Hand online.","Q","","INT"
2670,"EarlyNewHighGerman","irgend*","irgend","irgend","DWDS",1545,"WAs düncket euch? Wenn _irgend_ ein Mensch hundert Schafe hette / vnd eins vnter den selbigen sich verirret? Lesst er nicht die neun vnd neunzig auff den Bergen / gehet hin / vnd suchet das verirrete?","Matthäus 18.12, Fobbe(2004), Luther Letzte Hand online.","CA","","INT"
2672,"EarlyNewHighGerman","irgend*","irgend","irgend","DWDS",1556,"Der Almechtig Gott verzeihe ir armen seelen und uns allen amen. Diss hab ich allein darumb hier in geflickt/ ob doch _yergent_ solche hartnaͤckige leut/ und unfrüntliche nachbauren/ dise ware geschicht hoͤren lesen oder selb lesen/ sie ir boͤsen weiß abstanden/ ir red gegen irem naͤchsten/ nit also aus neyd und hass sparend/ damit in/ an irem letsten end/ nit an irer sprach manglen werde/ Davon sey zuͦ disem mal genuͦg gesagt.","Jörg Wickram: „Nachbarn, Straßburg 1556“ (Gegend: Elsässisch (Straßburg), Zeitstufe: 1550–1600), BHNG","CA","","INT"
2677,"EarlyNewHighGerman","irgend*","irgend","irgend","DWDS",1556,"Wie wol doch auch vnser hertz dahyn sol gericht seyn/ dweil es ein eyniger wesenlicher Leib/ im Hymel vnd im H. Sacrament ist. JN summa/ wir lesen nirgendts das der Herr seyn verheissung Johannis 6. nemlich/ Das Brot dz ich geben werde ist meyn Fleisch/ welchs ich geben werde vor das leben der welt/ _jrgent_ anderßwo geleist hab/ dan in seinem H. Abendtmal.","Johann Gropper: „Gegenwärtigkeit, Köln 1556“ (Gegend: Ripuarisch (Köln), Zeitstufe: 1550–1600), BHNG","IN","","IND"
2678,"EarlyNewHighGerman","irgend*","irgend","irgend","DWDS",1556,"Deßgleichen hat der Herr dere Vrsachen halb geredt/ Der sam̅ ist das wort Gottes/ das er seinen Apostolen die gleichnüß/ so er vorhin zum Volck geredt/ vßlaͤgte vnd erklaͤrte/ Wie das an berurtem Orth Luce am Achten klaͤrlich angezeigt wirt/ Also das der rechter sinn/ diser vnnd aller der gleichen Sprüch/ so _jrgendts_ in der Schrifft gefunden werden/ vß Verursachung vnd den Vm̅stenden der rede̅ leichtlich zuermircken ist.","Johann Gropper: „Gegenwärtigkeit, Köln 1556“ (Gegend: Ripuarisch (Köln), Zeitstufe: 1550–1600), BHNG","CA","loc","PAR"
2681,"EarlyNewHighGerman","irgend*","irgend","irgend","DWDS",1556,"Der da ruͦfft dem das nit ist/ das es sey. Die gotlosen Ketzer wenden grossen fleiß an/ ob sie _yrgent_ in der Heiliger Schrifft/ einiche rede fynden moͤchten/ die dieser rede gleich foͤrmig sey/ vnd aber nit nach jrem artlichen vud eigentlichen syn̅/ sonder Metaphorisch vnd Figurlich verstanden werde/","Johann Gropper: „Gegenwärtigkeit, Köln 1556“ (Gegend: Ripuarisch (Köln), Zeitstufe: 1550–16000, BNHG","IR","loc","PAR"
2688,"EarlyNewHighGerman","irgend*","irgend","irgend","DWDS",1556,"Welchs aber er hie nit gethan/ Wie wil man dan ( lieber Got ) hie Methaphoren oder Tropos in Christi worten süeche-/ da Christus weder durch sich selb noch seine Heilige Euangelisten/ _irgendts_ zu verstehe- geben hat/ das er hie seine wort anders dan er sie geredt woelle verstanden haben:","Johann Gropper: „Gegenwärtigkeit, Köln 1556“ (Gegend: Ripuarisch (Köln), Zeitstufe: 1550–1600), BNHG. http://www.korpora.org/Fnhd/FnhdC.HTML_alt/155.html","IN","loc","PAR"
2696,"EarlyNewHighGerman","irgend*","irgend","irgend","DWDS",1566,"Do entleufft er mir aber* inn sein herberig hinein, vnnd war es gantz dussel* vnnd nachtt, das ich die gelegenheitt im hauß nit wust, sunst soltt er mir nit also* leichtlichen daruon sein khommen, sonder wollt ime zum wenigsten _irgendtt_ an* einem fueß gezeichnett habenn. Vnnd dieweill man wollt* gleich so bald vff die hochzeitt ghenn Kassel inn achtt oder zehenn tagenn vff sein, versucht ich mich allenn tag der berurten","Goetz von Berlichingen, Fehd und Handlungen: Goetz, Fehd, I, 17 (60_(9), 14, 10v), TITUS database: http://titus.uni-frankfurt.de/indexe.htm?/texte/texte2.htm#nhd","IR","","INT"
2697,"EarlyNewHighGerman","irgend*","irgend","irgend","DWDS",1566,"Da khumbt aber herr Jorg Thruchssaß vonn Aw, mit des lanndtgraffenn reuttern auch, vnnd war ich schonn am holtz drann, vnnd meint, ich wollt hinein springenn, das* * ich _irgendt_ ein vortheille möcht habenn. Aber es kham noch ein knechtt ann mich, ehe* ich * ghenn* holtz kham, welcher denn spieß hett eingeworffenn, vnnd wie mich der hieuor vom gaull gestochen*, allso ranndt mich diser mit dem* spieß zu fuß vmb.","Goetz von Berlichingen, Fehd und Handlungen: Goetz, Fehd, III, 4 (135_(84), 22, 110r), TITUS database:http://titus.uni-frankfurt.de/indexe.htm?/texte/texte2.htm#nhd","IR","","INT"
2698,"EarlyNewHighGerman","irgend*","irgend","irgend","DWDS",1566,"Nun dacht ich doch vorhin onne dieße warnung*, herr Connradt Schott der wurt sich * regen, vnnd mir _irgendt_ ein nasenn spill zurichten, vnd nam mich nichts ann, vnnd gienng inn die herberig vnd aß zu nacht*, das* woll ein stundt oder zwo inn die nacht, vnnd alle thor zugemacht* vnnd verschloßenn wahrnn, vnnd hett sorg sie hilltenn vor* allenn *thorn,","Goetz von Berlichingen, Fehd und Handlungen: Goetz, Fehd, I, 158 (121_(70), 16, 89v), TITUS database:http://titus.uni-frankfurt.de/indexe.htm?/texte/texte2.htm#nhd","IR","","INT"
2699,"EarlyNewHighGerman","irgend*","irgend","irgend","DWDS",1566,"kundt ich es ime nit woll abschlagenn, vnnd blieb also denn wintter bey ime. Ich gedenck er hab mich darumb bey sich gehaltenn, das er villeicht sorg fur mich gehabtt, weill ich * * nemlichen* des Thallackers reutternn annhienng, vnd mit inn riedt, das ich _irgendt_ * daruber mochte schnappenn.","Goetz von Berlichingen, Fehd und Handlungen: Goetz, Fehd, I, 29 (65_(14), 3, 16v), TITUS database:http://titus.uni-frankfurt.de/indexe.htm?/texte/texte2.htm#nhd","IR","loc","PAR"
2700,"EarlyNewHighGerman","irgend*","irgend","irgend","DWDS",1566,"Nun* hetten sich ettlich knecht inn der kirchenn verseumbt, do man das pulffer ann- * zundt, khann* gedenckhenn sie habenn _irgendt_* wollenn maussenn, vnd hett sie das pulffer auch ereilt, die mustenn sich auch jemerlich im feur leidenn, nit wais ich, ob sie thodt * oder lebenndig sein bliebenn, dann sie lieffenn nit herrauß. Vnnd alls wir wider vonn der kirchenn hinweg khammen, hilt vnßer hauff inn der schlachtt ordnung, zu roß vnnd zue * fueß, vnnd meinttenn die Schweitzer wurden zu inen hinauß* fallenn.","Goetz von Berlichingen, Fehd und Handlungen Goetz, Fehd, I, 24 (63_(12), 7, 14v, TITUS database:http://titus.uni-frankfurt.de/indexe.htm?/texte/texte2.htm#nhd","IR","loc","PAR"
2690,"EarlyNewHighGerman","irgend*","irgend","irgend","DWDS",1581,"hack das Feißt so klein/ wie du es von einem Rindtfleisch hast gehackt/ vnd wenn das verrichtet/ so nimm ein wenig gestossen Pfeffer vnd Saltz/ ru:er es vnter das Feißt/ vnd stra:ew es auff die Hattele/ wickel es vbereinander/ vnnd stecks an kleine ho:eltzerne Spießlein/ die _jergendt_ eines Fingers lang seindt/ nimm ein scho:ene Rindtfleischbru:eh/ wenn sie gleich nicht gesaltzen/ auch nicht feißt ist/ vnd nimm ein kleines vberzintes Fischkesselein/ vnd laß die Bru:eh darinnen auffsieden","Marx Rumpolt, New Kochbuch, Vom Kalb seindt neun vnd fu:enfftzigerley Speiß vnd Trachten zu machen. URL: http://www.uni-giessen.de/gloning/tx/rumpkalb.htm. (Thomas Gloning)","IR","oth","PAR"
2680,"EarlyNewHighGerman","irgend*","irgend","irgend","DWDS",1582,"desselbigen ersahen wir auff 200 meiln ferrne in Syria das hohe Gebürge Libani, wie auch gegen dem Abent/ da wir bey Salamine in Hafen eingelauffen/ an welchem ort das beste Moͤhrsaltz/ so _jrgend_ zuͦfinden/ gemacht wirt: Da theten wir abermals auff vnser glückliche ankunfft ( wie man zuͦthun pfleget ) 3 frewdenschüß/ vnd fuͦhren vnser etliche sampt dem Patrono hinauß ans land/ da Wasser zufassen/ vnd nach den vnserigen zufragen.","Leonhart Rauwolf: „Beschreibung, Lauingen 1582“ (Gegend: Schwäbisch, Zeitstufe: 1550–1600), BHNG","CA|CA","loc|loc","PAR|Sup"
2689,"EarlyNewHighGerman","irgend*","irgend","irgend","DWDS",1582,"Dises tranck ist bey jhnen sehr gemain/ darumb dann deren/ so da solches außschencken/ wie auch der Kra:emer/ so die frücht verkauffen/ im Batzar hin vnd wider nit wenig zu:ofinden: Zu:o dem/ so haltens das auch wol so hoch vnnd gesund sein/ alß wir bey vns _jrgend_ den Wermu:otwein/ oder noch andere Kreüterwein etc. gleichwol aber nemmens noch darfür den Wein an/ wann sie do:erfften jres gesetzes halb/ wie man dann wol vnder dem Kayser Selymo gesehen/","Leonharti Rauwolfen (...) Aigentliche beschreibung der Raiß/ so er vor diser zeit gegen Auffgang in die Morgenländer/ fürnemlich Syriam, Iudæam, Arabiam, Mesopotamiam, Babyloniam, Assyriam, Armeniam etc. nicht ohne geringe mühe vnnd grosse gefahr selbs volbracht (...). Lauingen: Leonhart Reinmichel 1582. URL: http://www.uni-giessen.de/gloning/tx/rauwolff_1582_kap-8_chtaiki.htm (Thomas Gloning)","IR","oth","PAR"
2679,"EarlyNewHighGerman","irgend*","irgend","irgend","DWDS",1587,"Denn der HERR Christus / wie er am Creutze gehangen/ hat viel eine heßlicher gestalt gehabt/ denn aller Menschen Kinder/ Jst bespeyet/ verspottet/ mit Doͤrnen gekroͤnet vnd verhoͤnet/ vnd an seinem gantzem Leibe zerriessen vnd  zurzerret/ vnd sonst auffs aller ergste vnd jemmerlichste angerichtet gewesen. Lascher, so da heisset/ Wie das/ oder Warlich/ stehet auch zwar im Exod. 1. Als wolte er Lascher, so da heisset/ Wie das/ oder Warlich/ stehet auch zwar im Exod. 1. Als wolte er sagen: Das ist die vrsach/ das sich die Leute an Christo ergern/ weil er fuͤr ein Suͤnd vnd Schuldopffer erhoͤhet ist worden. Denn er ist grewlicher vnd heßlicher/ als _jrgend_ der aller geringsten oder ergsten vnd Gottlosesten einer zugerichtet.","Johannes Mathesius: „Passionale, Leipzig 1587“ (Gegend: Obersächsisch, Zeitstufe: 1550–1600), BNHG","CO","","IND"
2695,"EarlyNewHighGerman","irgend*","irgend","irgend","DWDS",1590,"Also kurtz vberschlagen vnd gerüstet, ehe sie sich in den Anzug begaben, oder den Feind anwendeten vnnd ersuchten, schickten sie mit dem Hauptmann Eugulewind von Klatterbuß, drey hundert leichte Pferd das Land zuberennen, ob _jrgends_ ein verborgener Hinderhalt versteckt lige. Aber nach dem sie es fleissig erspehet, befunden sie die gantze Landschafft daselbs herumb gantz still vnnd sicher, ohn einige auffwickelung, vergaderung oder widerstand.","Johannes Fischart, Geschichtsklitterung: Fischart, Gesch., 29, 6 (392, 302), BHNG","IR","","INT"
2673,"EarlyNewHighGerman","irgend*","irgend","irgend","DWDS",1599,"Aber nach noch 3. Stunden/ wie die Sonn schier war vndergangen/ fiengen wir an zu vermuten/ als ob er vns dahin hette gefuͤhret/ auff die Fleischbanck zu lieffern/ wie er auch darnach schnappen ließ/ daß die Hispanier / die auß Trinidado geflohen/ vnd in Emereia bey dem Carapana blieben waren/ _jrgendt_ in einem Dorff an diesem Wasser gelegen/ solten zusammen seyn kom̅en. Wie nun die Nacht mit gewaldt eynher fiel/ fragten wir jn ernstlich/ wa denn das Dorff were/ aber er sagte/ es were noch ein wenig besser hinauff: vnd kondten wir doch nirgendt nichts sehen/","Walter Ralegh: „Amerika, Frankfurt/Main 1599“ (Gegend: Hessisch, Zeitstufe: 1550–1600), BHNG","IR","","INT"
2674,"EarlyNewHighGerman","irgend*","irgend","irgend","DWDS",1599,"denn wir musten vber ein solch stuͤck deß Meers segeln/ wie zwischen Cales vnd Doner ist/ vnnd war vns der Strom  vnnd Windt so entgegen/ daß wir mit vnsern kleinen Nachen den Vorwindt zu nemmen gezwungen wurden: also wurden wir getrieben in die Flache deß Meerbusems bey Guanipa, von dannen den Mundt _jrgendt_ eines Flusses/ die Johan Dowglaß zuvor hatte erkundigt/ zu erreychen. Wir hatten auch einen Jndianischen Pilot bey vns/ auß der Gegne Baremia Suidnoirtz von dem Oronoque,","Walter Ralegh: „Amerika, Frankfurt/Main 1599“ (Gegend: Hessisch, Zeitstufe: 1550–1600), BNHG","SU","","IND"
2675,"EarlyNewHighGerman","irgend*","irgend","irgend","DWDS",1599,"Wie nun Berrheo das Wasser Cassanar hinder sich hatte gelegt/ kam er in den Flusz Meta, aber seine Reuterey liesz er am Vfer herziehen/ vnd wenn sie _jrgendts_ musten vbergesetzt werden/ hatte er seine eygene Schiff/ die er zu diesem Ende hatte lassen bauwen:","Walter Ralegh: „Amerika, Frankfurt/Main 1599“ (Gegend: Hessisch, Zeitstufe: 1550–1600), BHNG","CA","loc","PAR"
2642,"EarlyNewHighGerman","irgend*","irgend","irgend","DWDS",1624,"Das ich erfahren mag, das dem der mich jtzt liebt Vnd meiner trewen gunst ein jeder zeugniß giebt; Doch mehr das junge volck. nun diß muß nur ergehn, Jhr Götter, wie jhr wolt. es pflegt bey euch zue stehn Doch lob' ich dich zwar hoch, so hoff' ich dennoch nicht Das _jrrgend_ jemand ist der etwas anders spricht.","Martin Opitz:  Buch von der Deutschen Poeterey. URL: http://www.gutenberg.org/3/4/8/0/34806/ (Gutenberg project)","IN","","INT"
2661,"EarlyNewHighGerman","irgend*","irgend","irgend","DWDS",1632,"WIe nun jhr Herren / wie? Wie stets mit ewern Zähnen? Wolt jhr dann werden doll? Wornach thut ihr euch sehnen? Verbeist ein wenig doch! Ich wil euch helffen bald / Ich bin der rechte Mann: Halt lieben Söhne halt! Ich kont vor Zeiten ja die Zähne stracks außpfeiffen / Wann ich sie angerührt mit eim Stück meiner Seiffen / Die ich nicht also bald eim jeden machte weiß: Jetzt wil sie helffen nichts / was mach ich armer Greiß? Ihr müst zuviel Confect ja _jrgend_ habn gefressen / Die Zähne sind so schwartz / die Stifft hinein gesessen; Ich kan sie fassen nicht mit keinem Zängelein: Ihr werdet setzen Euch hier zwischen meine Bein.","Der alte Teutsche Zahnbrecher, (author unknown), URL: http://de.wikisource.org/wiki/Der_alte_Teutsche_Zahnbrecher","IR","loc","PAR"
